trialCt,rt,pos_x,pos_y
0,0.020057,0.003750,-0.806667
0,0.040091,0.003750,-0.806667
0,0.060117,0.003750,-0.806667
0,0.080145,0.003750,-0.806667
0,0.100204,0.003750,-0.806667
0,0.120219,0.003750,-0.806667
0,0.140325,0.003750,-0.806667
0,0.160414,0.003750,-0.806667
0,0.180505,0.003750,-0.806667
0,0.200527,0.003750,-0.806667
0,0.220557,0.003750,-0.806667
0,0.241186,0.003750,-0.806667
0,0.261220,0.001250,-0.806667
0,0.281247,0.000000,-0.806667
0,0.301270,-0.005000,-0.806667
0,0.321300,-0.010000,-0.797778
0,0.341322,-0.015000,-0.775556
0,0.361343,-0.018750,-0.766667
0,0.381373,-0.030000,-0.746667
0,0.401404,-0.038750,-0.731111
0,0.421423,-0.056250,-0.700000
0,0.441454,-0.072500,-0.677778
0,0.461486,-0.088750,-0.637778
0,0.481509,-0.093750,-0.604444
0,0.501541,-0.101250,-0.546667
0,0.521568,-0.108750,-0.493333
0,0.541597,-0.125000,-0.402222
0,0.561625,-0.136250,-0.357778
0,0.581662,-0.147500,-0.297778
0,0.601691,-0.151250,-0.266667
0,0.621722,-0.153750,-0.220000
0,0.641742,-0.153750,-0.193333
0,0.661780,-0.156250,-0.146667
0,0.681807,-0.160000,-0.111111
0,0.701836,-0.163750,-0.060000
0,0.721865,-0.166250,-0.024444
0,0.741892,-0.168750,0.022222
0,0.761922,-0.168750,0.053333
0,0.781944,-0.170000,0.106667
0,0.801972,-0.170000,0.142222
0,0.821998,-0.170000,0.177778
0,0.842028,-0.170000,0.193333
0,0.862052,-0.170000,0.204444
0,0.882074,-0.170000,0.208889
0,0.902094,-0.170000,0.208889
0,0.922111,-0.170000,0.208889
0,0.942136,-0.170000,0.208889
0,0.962161,-0.170000,0.208889
0,0.982187,-0.170000,0.208889
0,1.002213,-0.170000,0.208889
0,1.022234,-0.170000,0.208889
0,1.042249,-0.170000,0.208889
0,1.062269,-0.170000,0.208889
0,1.082288,-0.170000,0.208889
0,1.102308,-0.170000,0.208889
0,1.122331,-0.170000,0.208889
0,1.142348,-0.170000,0.208889
0,1.162362,-0.170000,0.208889
0,1.182378,-0.170000,0.208889
0,1.202401,-0.170000,0.213333
0,1.222423,-0.170000,0.217778
0,1.242450,-0.168750,0.224444
0,1.262479,-0.167500,0.228889
0,1.282500,-0.166250,0.233333
0,1.302530,-0.166250,0.233333
0,1.322562,-0.165000,0.235556
0,1.342589,-0.163750,0.235556
0,1.362621,-0.157500,0.244444
0,1.382653,-0.152500,0.248889
0,1.402675,-0.141250,0.257778
0,1.422697,-0.137500,0.260000
0,1.442722,-0.131250,0.268889
0,1.462745,-0.130000,0.273333
0,1.482769,-0.128750,0.275556
0,1.502798,-0.127500,0.275556
0,1.522817,-0.125000,0.277778
0,1.542839,-0.122500,0.280000
0,1.562861,-0.112500,0.282222
0,1.582886,-0.105000,0.286667
0,1.602914,-0.098750,0.288889
0,1.622943,-0.093750,0.293333
0,1.642964,-0.073750,0.297778
0,1.662996,-0.048750,0.306667
0,1.683022,-0.010000,0.317778
0,1.703051,0.013750,0.331111
0,1.723075,0.050000,0.342222
0,1.743097,0.075000,0.353333
0,1.763126,0.103750,0.371111
0,1.783147,0.120000,0.380000
0,1.803173,0.140000,0.393333
0,1.823199,0.150000,0.402222
0,1.843224,0.165000,0.411111
0,1.863248,0.177500,0.411111
0,1.883269,0.191250,0.415556
0,1.903288,0.198750,0.424444
0,1.923311,0.218750,0.437778
0,1.943329,0.225000,0.446667
0,1.963362,0.231250,0.451111
0,1.983388,0.237500,0.455556
0,2.003412,0.243750,0.462222
0,2.023440,0.246250,0.464444
0,2.043465,0.256250,0.473333
0,2.063483,0.268750,0.473333
0,2.083504,0.282500,0.482222
0,2.103525,0.286250,0.484444
0,2.123555,0.286250,0.486667
0,2.143576,0.287500,0.488889
0,2.163606,0.290000,0.488889
0,2.183636,0.290000,0.488889
0,2.203667,0.290000,0.488889
0,2.223686,0.290000,0.488889
0,2.243716,0.290000,0.488889
0,2.263745,0.290000,0.488889
0,2.283774,0.290000,0.488889
0,2.303798,0.290000,0.488889
1,0.020029,-0.005000,-0.786667
1,0.040061,-0.005000,-0.786667
1,0.060085,-0.005000,-0.786667
1,0.080113,-0.005000,-0.786667
1,0.100136,-0.005000,-0.786667
1,0.120155,-0.005000,-0.786667
1,0.140180,-0.005000,-0.786667
1,0.160205,-0.005000,-0.786667
1,0.180231,-0.005000,-0.786667
1,0.200250,-0.005000,-0.786667
1,0.220266,-0.005000,-0.786667
1,0.240283,-0.005000,-0.786667
1,0.260301,-0.005000,-0.786667
1,0.280325,-0.005000,-0.786667
1,0.300350,-0.005000,-0.786667
1,0.320400,-0.005000,-0.786667
1,0.340432,-0.005000,-0.786667
1,0.360469,-0.005000,-0.786667
1,0.380499,-0.005000,-0.786667
1,0.400523,-0.005000,-0.786667
1,0.420613,-0.005000,-0.782222
1,0.441122,-0.008750,-0.766667
1,0.461163,-0.012500,-0.742222
1,0.481434,-0.021250,-0.695556
1,0.501452,-0.028750,-0.657778
1,0.521479,-0.036250,-0.602222
1,0.541514,-0.040000,-0.571111
1,0.561538,-0.051250,-0.491111
1,0.581569,-0.075000,-0.382222
1,0.601595,-0.113750,-0.215556
1,0.621612,-0.131250,-0.155556
1,0.641643,-0.151250,-0.088889
1,0.661670,-0.160000,-0.051111
1,0.681695,-0.170000,0.011111
1,0.701716,-0.177500,0.057778
1,0.721741,-0.188750,0.115556
1,0.741760,-0.196250,0.148889
1,0.761792,-0.206250,0.180000
1,0.781812,-0.212500,0.195556
1,0.801838,-0.218750,0.217778
1,0.821861,-0.222500,0.235556
1,0.841893,-0.222500,0.248889
1,0.861918,-0.222500,0.257778
1,0.881938,-0.223750,0.271111
1,0.901976,-0.225000,0.277778
1,0.922013,-0.227500,0.293333
1,0.942043,-0.227500,0.306667
1,0.962071,-0.232500,0.324444
1,0.982095,-0.236250,0.335556
1,1.002126,-0.240000,0.351111
1,1.022147,-0.241250,0.357778
1,1.042171,-0.242500,0.371111
1,1.062210,-0.245000,0.380000
1,1.082246,-0.248750,0.400000
1,1.102270,-0.250000,0.411111
1,1.122302,-0.251250,0.424444
1,1.142335,-0.251250,0.431111
1,1.162356,-0.251250,0.437778
1,1.182377,-0.246250,0.442222
1,1.202407,-0.215000,0.444444
1,1.222426,-0.181250,0.448889
1,1.242451,-0.122500,0.466667
1,1.262481,-0.102500,0.480000
1,1.282508,-0.106250,0.491111
1,1.302531,-0.128750,0.497778
1,1.322548,-0.180000,0.502222
1,1.342575,-0.212500,0.502222
1,1.362599,-0.241250,0.502222
1,1.382617,-0.246250,0.502222
1,1.402636,-0.252500,0.497778
1,1.422658,-0.255000,0.497778
1,1.442686,-0.261250,0.495556
1,1.462711,-0.262500,0.495556
1,1.482733,-0.262500,0.495556
1,1.502749,-0.262500,0.495556
1,1.522766,-0.262500,0.495556
1,1.542793,-0.262500,0.495556
1,1.562820,-0.262500,0.495556
1,1.582846,-0.262500,0.495556
1,1.602879,-0.262500,0.495556
1,1.622907,-0.262500,0.495556
1,1.642928,-0.262500,0.495556
1,1.662959,-0.263750,0.495556
1,1.682990,-0.266250,0.495556
1,1.703014,-0.270000,0.495556
1,1.723035,-0.277500,0.495556
1,1.743054,-0.280000,0.495556
1,1.763077,-0.282500,0.495556
1,1.783107,-0.283750,0.495556
1,1.803130,-0.283750,0.495556
1,1.823158,-0.283750,0.495556
1,1.843175,-0.283750,0.495556
1,1.863196,-0.283750,0.495556
1,1.883215,-0.283750,0.495556
1,1.903237,-0.283750,0.495556
1,1.923254,-0.283750,0.495556
1,1.943274,-0.283750,0.495556
1,1.963290,-0.283750,0.495556
1,1.983316,-0.283750,0.495556
1,2.003344,-0.283750,0.495556
1,2.023372,-0.283750,0.495556
1,2.043392,-0.283750,0.495556
1,2.063415,-0.283750,0.495556
1,2.083440,-0.283750,0.495556
1,2.103457,-0.283750,0.495556
1,2.123478,-0.283750,0.495556
1,0.020034,0.040000,0.495556
1,0.040065,0.088750,0.495556
1,0.060091,0.140000,0.495556
1,0.080131,0.162500,0.495556
1,0.100150,0.186250,0.495556
1,0.120179,0.198750,0.495556
1,0.140209,0.216250,0.493333
1,0.160843,0.221250,0.493333
1,0.180870,0.221250,0.493333
1,0.200887,0.221250,0.493333
1,0.220912,0.223750,0.493333
1,0.240936,0.225000,0.493333
1,0.260954,0.226250,0.493333
1,0.280978,0.228750,0.493333
1,0.301004,0.235000,0.495556
1,0.321028,0.247500,0.495556
1,0.341049,0.270000,0.495556
1,0.361071,0.283750,0.497778
1,0.381089,0.303750,0.500000
1,0.401120,0.308750,0.502222
1,0.421143,0.311250,0.502222
1,0.441161,0.311250,0.502222
1,0.461184,0.311250,0.502222
1,0.481200,0.311250,0.502222
1,0.501220,0.311250,0.502222
1,0.521246,0.311250,0.502222
1,0.541265,0.311250,0.502222
1,0.561286,0.311250,0.502222
1,0.581315,0.308750,0.502222
1,0.601346,0.306250,0.502222
1,0.621371,0.305000,0.502222
1,0.641396,0.305000,0.502222
1,0.661419,0.305000,0.502222
1,0.681441,0.305000,0.502222
2,0.020034,-0.007500,-0.788889
2,0.040052,-0.007500,-0.788889
2,0.060070,-0.007500,-0.788889
2,0.080089,-0.007500,-0.788889
2,0.100132,-0.007500,-0.788889
2,0.120156,-0.007500,-0.788889
2,0.140177,-0.007500,-0.788889
2,0.160203,-0.007500,-0.788889
2,0.180230,-0.007500,-0.788889
2,0.200247,-0.007500,-0.788889
2,0.220277,-0.007500,-0.788889
2,0.240315,-0.007500,-0.788889
2,0.260349,-0.007500,-0.788889
2,0.280389,-0.006250,-0.782222
2,0.300450,0.002500,-0.746667
2,0.320512,0.012500,-0.684444
2,0.340614,0.043750,-0.491111
2,0.360757,0.090000,-0.177778
2,0.380785,0.131250,-0.017778
2,0.400803,0.178750,0.093333
2,0.421291,0.198750,0.140000
2,0.441309,0.220000,0.184444
2,0.461331,0.226250,0.200000
2,0.481361,0.226250,0.208889
2,0.501390,0.226250,0.213333
2,0.521412,0.226250,0.217778
2,0.541442,0.226250,0.222222
2,0.561466,0.233750,0.257778
2,0.581495,0.246250,0.293333
2,0.601523,0.256250,0.324444
2,0.621545,0.265000,0.342222
2,0.641573,0.277500,0.375556
2,0.661592,0.286250,0.406667
2,0.681616,0.291250,0.433333
2,0.701644,0.291250,0.437778
2,0.721667,0.291250,0.437778
2,0.741685,0.291250,0.437778
2,0.761710,0.291250,0.444444
2,0.781740,0.291250,0.448889
2,0.801763,0.291250,0.460000
2,0.821785,0.291250,0.468889
2,0.841812,0.291250,0.480000
2,0.861842,0.291250,0.484444
2,0.881867,0.291250,0.484444
3,0.020026,0.005000,-0.788889
3,0.040049,0.005000,-0.788889
3,0.060066,0.005000,-0.788889
3,0.080095,0.005000,-0.788889
3,0.100117,0.005000,-0.788889
3,0.120134,0.005000,-0.788889
3,0.140153,0.005000,-0.788889
3,0.160172,0.005000,-0.788889
3,0.180190,0.005000,-0.788889
3,0.200215,0.005000,-0.788889
3,0.220238,0.005000,-0.788889
3,0.240256,0.005000,-0.788889
3,0.260278,0.005000,-0.788889
3,0.280298,0.005000,-0.788889
3,0.300320,0.005000,-0.788889
3,0.320345,0.005000,-0.786667
3,0.340375,0.003750,-0.766667
3,0.360399,0.003750,-0.748889
3,0.380424,0.003750,-0.715556
3,0.400448,0.003750,-0.673333
3,0.420478,0.005000,-0.586667
3,0.440502,0.008750,-0.526667
3,0.460526,0.025000,-0.406667
3,0.480546,0.048750,-0.282222
3,0.500571,0.071250,-0.186667
3,0.520595,0.081250,-0.151111
3,0.540620,0.087500,-0.100000
3,0.560640,0.093750,-0.071111
3,0.580661,0.105000,-0.040000
3,0.600688,0.115000,-0.020000
3,0.620709,0.132500,0.015556
3,0.640727,0.142500,0.044444
3,0.660757,0.153750,0.080000
3,0.680784,0.156250,0.095556
3,0.700804,0.160000,0.120000
3,0.720823,0.166250,0.140000
3,0.740841,0.183750,0.191111
3,0.760864,0.198750,0.224444
3,0.780894,0.213750,0.257778
3,0.800912,0.220000,0.277778
3,0.820940,0.230000,0.313333
3,0.840959,0.238750,0.337778
3,0.860981,0.251250,0.366667
3,0.881005,0.253750,0.377778
3,0.901030,0.257500,0.393333
3,0.921058,0.262500,0.402222
3,0.941084,0.268750,0.417778
3,0.961111,0.272500,0.424444
3,0.981130,0.276250,0.435556
3,1.001157,0.281250,0.446667
3,1.021176,0.293750,0.468889
3,1.041197,0.300000,0.480000
3,1.061219,0.310000,0.500000
3,1.081245,0.315000,0.513333
3,1.101274,0.320000,0.526667
3,1.121303,0.320000,0.531111
3,1.141323,0.321250,0.531111
4,0.020026,-0.013750,-0.804444
4,0.040053,-0.013750,-0.804444
4,0.060076,-0.013750,-0.804444
4,0.080097,-0.013750,-0.804444
4,0.100123,-0.013750,-0.804444
4,0.120141,-0.013750,-0.804444
4,0.140167,-0.013750,-0.804444
4,0.160194,-0.013750,-0.804444
4,0.180220,-0.013750,-0.804444
4,0.200241,-0.013750,-0.804444
4,0.220260,-0.013750,-0.804444
4,0.240280,-0.013750,-0.804444
4,0.260306,-0.013750,-0.804444
4,0.280333,-0.013750,-0.804444
4,0.300349,-0.013750,-0.804444
4,0.320374,-0.013750,-0.795556
4,0.340397,-0.015000,-0.780000
4,0.360417,-0.013750,-0.742222
4,0.380436,-0.003750,-0.702222
4,0.400464,0.016250,-0.631111
4,0.420493,0.033750,-0.540000
4,0.440518,0.065000,-0.335556
4,0.460541,0.081250,-0.208889
4,0.480568,0.102500,-0.082222
4,0.500586,0.116250,-0.026667
4,0.520604,0.136250,0.035556
4,0.540633,0.147500,0.068889
4,0.560659,0.153750,0.104444
4,0.580687,0.155000,0.133333
4,0.600711,0.155000,0.164444
4,0.620738,0.150000,0.182222
4,0.640762,0.127500,0.206667
4,0.660790,0.097500,0.222222
4,0.680811,0.037500,0.242222
4,0.700839,-0.006250,0.257778
4,0.720859,-0.068750,0.300000
4,0.740882,-0.108750,0.331111
4,0.760905,-0.150000,0.355556
4,0.780930,-0.165000,0.362222
4,0.800956,-0.178750,0.375556
4,0.820974,-0.186250,0.386667
4,0.841004,-0.201250,0.413333
4,0.861027,-0.210000,0.428889
4,0.881053,-0.217500,0.437778
4,0.901080,-0.217500,0.440000
4,0.921099,-0.216250,0.442222
4,0.941118,-0.190000,0.446667
4,0.961148,-0.100000,0.451111
4,0.981173,-0.018750,0.453333
4,1.001200,0.092500,0.453333
4,1.021252,0.126250,0.455556
4,1.041273,0.170000,0.468889
4,1.061304,0.190000,0.480000
4,1.081324,0.193750,0.482222
4,1.101349,0.195000,0.482222
4,1.121372,0.196250,0.482222
4,1.141395,0.203750,0.480000
4,1.161421,0.207500,0.477778
4,1.181443,0.210000,0.477778
4,1.201476,0.216250,0.475556
4,1.221499,0.241250,0.475556
4,1.241524,0.261250,0.480000
4,1.261544,0.276250,0.495556
4,1.281564,0.277500,0.502222
4,1.301595,0.277500,0.504444
4,1.321616,0.277500,0.504444
4,1.341643,0.277500,0.504444
4,1.361662,0.277500,0.504444
4,1.381682,0.277500,0.504444
4,1.401699,0.277500,0.504444
4,1.421727,0.277500,0.504444
4,1.441748,0.277500,0.504444
5,0.020033,-0.006250,-0.784444
5,0.040061,-0.006250,-0.784444
5,0.060087,-0.006250,-0.784444
5,0.080117,-0.006250,-0.784444
5,0.100144,-0.006250,-0.784444
5,0.120171,-0.006250,-0.784444
5,0.140196,-0.006250,-0.784444
5,0.160218,-0.006250,-0.784444
5,0.180237,-0.006250,-0.784444
5,0.200262,-0.006250,-0.784444
5,0.220285,-0.006250,-0.784444
5,0.240313,-0.006250,-0.784444
5,0.260336,-0.006250,-0.784444
5,0.280358,-0.006250,-0.784444
5,0.300381,-0.006250,-0.784444
5,0.320406,-0.006250,-0.784444
5,0.340426,-0.006250,-0.777778
5,0.360449,-0.006250,-0.760000
5,0.380477,-0.006250,-0.737778
5,0.400497,-0.006250,-0.706667
5,0.420518,-0.005000,-0.686667
5,0.440543,-0.003750,-0.657778
5,0.460565,0.000000,-0.637778
5,0.480597,0.006250,-0.606667
5,0.500618,0.008750,-0.586667
5,0.520637,0.016250,-0.531111
5,0.540664,0.022500,-0.468889
5,0.560691,0.048750,-0.344444
5,0.580714,0.070000,-0.268889
5,0.600733,0.106250,-0.155556
5,0.620758,0.130000,-0.086667
5,0.640787,0.170000,0.028889
5,0.660817,0.193750,0.111111
5,0.680841,0.220000,0.220000
5,0.700870,0.231250,0.257778
5,0.720893,0.242500,0.284444
5,0.740922,0.250000,0.300000
5,0.760942,0.253750,0.326667
5,0.780961,0.255000,0.335556
5,0.800986,0.260000,0.344444
5,0.821010,0.265000,0.351111
5,0.841031,0.285000,0.393333
5,0.861053,0.295000,0.417778
5,0.881081,0.297500,0.435556
5,0.901103,0.297500,0.444444
5,0.921130,0.297500,0.455556
5,0.941155,0.297500,0.466667
5,0.961177,0.297500,0.475556
5,0.981226,0.297500,0.482222
5,1.001246,0.297500,0.486667
5,1.021266,0.297500,0.486667
5,1.041283,0.297500,0.486667
5,1.061301,0.297500,0.486667
6,0.020023,0.003750,-0.797778
6,0.040047,0.003750,-0.797778
6,0.060067,0.003750,-0.797778
6,0.080088,0.003750,-0.797778
6,0.100106,0.003750,-0.797778
6,0.120126,0.003750,-0.795556
6,0.140152,0.003750,-0.795556
6,0.160183,0.003750,-0.793333
6,0.180216,0.005000,-0.793333
6,0.200238,0.005000,-0.791111
