trialCt,rt,pos_x,pos_y
0,0.020028,-0.002500,-0.782222
0,0.040048,-0.002500,-0.782222
0,0.060068,-0.002500,-0.782222
0,0.080086,-0.002500,-0.782222
0,0.100112,-0.002500,-0.782222
0,0.120130,-0.002500,-0.782222
0,0.140156,-0.002500,-0.782222
0,0.160178,-0.002500,-0.782222
0,0.180195,-0.003750,-0.780000
0,0.200216,-0.008750,-0.757778
0,0.220243,-0.012500,-0.737778
0,0.240270,-0.023750,-0.671111
0,0.260288,-0.040000,-0.611111
0,0.280315,-0.073750,-0.486667
0,0.300333,-0.093750,-0.417778
0,0.320352,-0.128750,-0.315556
0,0.340379,-0.147500,-0.262222
0,0.360403,-0.175000,-0.188889
0,0.380423,-0.193750,-0.151111
0,0.400445,-0.208750,-0.106667
0,0.420468,-0.213750,-0.086667
0,0.440487,-0.217500,-0.051111
0,0.460511,-0.220000,-0.031111
0,0.480539,-0.220000,-0.011111
0,0.500557,-0.223750,0.002222
0,0.520582,-0.227500,0.022222
0,0.540601,-0.228750,0.040000
0,0.560625,-0.228750,0.060000
0,0.580645,-0.230000,0.073333
0,0.600672,-0.230000,0.088889
0,0.620695,-0.230000,0.097778
0,0.640714,-0.230000,0.111111
0,0.660738,-0.226250,0.126667
0,0.680766,-0.221250,0.140000
0,0.700792,-0.216250,0.148889
0,0.720818,-0.212500,0.160000
0,0.740848,-0.211250,0.166667
0,0.760872,-0.211250,0.177778
0,0.780898,-0.212500,0.186667
0,0.800917,-0.215000,0.197778
0,0.820939,-0.218750,0.206667
0,0.840956,-0.228750,0.228889
0,0.860977,-0.237500,0.246667
0,0.880996,-0.247500,0.280000
0,0.901026,-0.252500,0.300000
0,0.921050,-0.265000,0.335556
0,0.941093,-0.280000,0.360000
0,0.961115,-0.297500,0.393333
0,0.981143,-0.305000,0.420000
0,1.001160,-0.308750,0.428889
0,1.021189,-0.313750,0.446667
0,1.041212,-0.315000,0.455556
0,1.061234,-0.320000,0.471111
0,1.081257,-0.322500,0.480000
0,1.101283,-0.326250,0.497778
0,1.121305,-0.326250,0.504444
0,1.141329,-0.327500,0.515556
0,1.161355,-0.327500,0.522222
0,1.181380,-0.326250,0.531111
0,1.201400,-0.325000,0.537778
0,1.221429,-0.321250,0.540000
0,1.241457,-0.320000,0.540000
0,1.261481,-0.320000,0.540000
0,1.281502,-0.320000,0.540000
0,1.301522,-0.320000,0.540000
0,1.321547,-0.320000,0.540000
0,1.341568,-0.320000,0.540000
0,1.361588,-0.320000,0.540000
0,1.381608,-0.320000,0.540000
1,0.020032,-0.001250,-0.780000
1,0.040052,-0.001250,-0.780000
1,0.060078,-0.001250,-0.780000
1,0.080100,-0.001250,-0.780000
1,0.100121,-0.001250,-0.780000
1,0.120146,-0.001250,-0.780000
1,0.140162,-0.001250,-0.780000
1,0.160187,-0.001250,-0.780000
1,0.180212,-0.001250,-0.780000
1,0.200236,-0.001250,-0.780000
1,0.220257,-0.001250,-0.780000
1,0.240286,-0.001250,-0.780000
1,0.260306,-0.001250,-0.780000
1,0.280324,-0.001250,-0.780000
1,0.300340,-0.001250,-0.780000
1,0.320369,-0.001250,-0.775556
1,0.340396,-0.002500,-0.766667
1,0.360419,-0.013750,-0.706667
1,0.380446,-0.032500,-0.615556
1,0.400476,-0.085000,-0.402222
1,0.420500,-0.130000,-0.242222
1,0.440519,-0.197500,-0.051111
1,0.460538,-0.230000,0.040000
