trialCt,rt1,accuracy,rt2,pos_x,pos_y,rt3,pos_x,pos_y,score
0,0.251292,1,1.342271,-0.293750,0.506667,0.000000,0.000000,0.000000,51
1,0.373312,1,1.442216,-0.303750,0.495556,0.000000,0.000000,0.000000,22
2,0.547306,1,1.482611,0.328750,0.506667,0.000000,0.000000,0.000000,1
3,0.591202,1,1.521967,0.320000,0.508889,0.000000,0.000000,0.000000,34
4,0.633321,0,1.121455,-0.292500,0.495556,0.120360,0.292500,0.475556,50
5,0.119333,0,0.961864,-0.287500,0.511111,0.020266,0.350000,0.522222,56
6,0.769303,0,0.861420,-0.310000,0.515556,0.020076,0.300000,0.520000,54
7,0.559276,1,0.901453,-0.303750,0.515556,0.000000,0.000000,0.000000,54
8,0.357204,0,0.901247,-0.300000,0.511111,0.080254,0.327500,0.522222,51
9,0.483310,1,1.121473,0.287500,0.522222,0.000000,0.000000,0.000000,1
10,0.403273,1,1.321943,0.268750,0.515556,0.000000,0.000000,0.000000,1
11,0.583354,1,1.062088,-0.300000,0.511111,0.000000,0.000000,0.000000,54
12,0.391307,1,0.861325,-0.298750,0.513333,0.000000,0.000000,0.000000,55
13,0.419296,1,0.821349,-0.300000,0.500000,0.000000,0.000000,0.000000,56
14,0.315294,1,0.821545,0.278750,0.515556,0.000000,0.000000,0.000000,58
15,0.395251,-1,0.961827,-0.278750,0.551111,0.000000,0.000000,0.000000,58
16,0.499252,0,1.121439,-0.306250,0.500000,0.180392,0.310000,0.495556,45
17,0.553293,0,0.801815,-0.308750,0.493333,0.421149,0.295000,0.500000,55
18,0.493231,0,1.362698,0.295000,0.526667,0.240358,-0.303750,0.500000,1
19,0.505270,1,0.861762,-0.313750,0.528889,0.000000,0.000000,0.000000,55
20,0.425250,1,1.222201,0.305000,0.542222,0.000000,0.000000,0.000000,1
21,0.527245,-1,0.761010,-0.283750,0.555556,0.000000,0.000000,0.000000,59
22,0.567246,-1,0.801243,-0.285000,0.571111,0.000000,0.000000,0.000000,59
23,0.563255,1,0.821534,-0.292500,0.533333,0.000000,0.000000,0.000000,56
24,0.447248,0,0.861195,0.297500,0.524444,0.380864,-0.290000,0.473333,57
25,0.511181,1,0.781511,-0.286250,0.540000,0.000000,0.000000,0.000000,59
26,0.575221,1,0.701062,-0.301250,0.537778,0.000000,0.000000,0.000000,59
27,0.527188,1,1.162029,0.292500,0.531111,0.000000,0.000000,0.000000,1
28,0.457074,0,0.941905,-0.305000,0.548889,0.621433,0.276250,0.535556,56
29,0.439231,1,0.981317,-0.321250,0.522222,0.000000,0.000000,0.000000,52
30,0.511253,0,0.861610,0.296250,0.517778,0.721562,-0.313750,0.571111,57
31,0.479239,1,0.901240,-0.303750,0.542222,0.000000,0.000000,0.000000,54
32,0.227239,0,1.081348,-0.298750,0.511111,0.340863,0.312500,0.502222,53
33,0.283229,1,0.841859,-0.306250,0.497778,0.000000,0.000000,0.000000,55
34,0.385226,1,0.981806,-0.320000,0.502222,0.000000,0.000000,0.000000,52
35,0.525200,-1,0.741463,-0.306250,0.553333,0.000000,0.000000,0.000000,57
36,0.701064,0,1.041511,-0.290000,0.484444,0.200690,0.293750,0.491111,54
37,0.613070,0,0.822018,-0.300000,0.500000,0.060120,0.342500,0.491111,56
38,0.619215,0,0.941484,-0.280000,0.500000,0.020071,0.283750,0.504444,56
39,0.767188,1,1.022074,-0.295000,0.477778,0.000000,0.000000,0.000000,54
40,0.461208,0,0.881224,0.302500,0.511111,0.200666,-0.281250,0.495556,56
41,0.335211,1,0.821074,-0.317500,0.524444,0.000000,0.000000,0.000000,54
42,0.403200,0,2.062897,-0.313750,0.488889,0.300744,0.268750,0.511111,1
43,0.601159,1,0.821830,-0.295000,0.506667,0.000000,0.000000,0.000000,56
44,0.397187,-1,0.841320,0.297500,0.553333,0.000000,0.000000,0.000000,56
45,0.523166,1,0.901907,-0.303750,0.511111,0.000000,0.000000,0.000000,54
46,0.549201,0,0.801258,0.286250,0.546667,0.321160,-0.293750,0.533333,59
47,0.563171,0,1.141846,0.285000,0.513333,0.020084,-0.358750,0.526667,54
48,0.497245,1,0.961416,-0.300000,0.495556,0.000000,0.000000,0.000000,53
49,0.525184,1,0.861970,-0.308750,0.506667,0.000000,0.000000,0.000000,54
50,0.309199,1,0.941278,0.333750,0.513333,0.000000,0.000000,0.000000,1
51,0.385200,1,0.841593,-0.296250,0.508889,0.000000,0.000000,0.000000,56
52,0.447170,-1,1.282134,0.262500,0.533333,0.000000,0.000000,0.000000,1
53,0.247085,1,1.361720,-0.300000,0.522222,0.000000,0.000000,0.000000,50
54,0.431176,1,1.041515,-0.303750,0.502222,0.000000,0.000000,0.000000,52
55,0.137183,0,0.861099,-0.317500,0.506667,0.380617,0.311250,0.491111,54
56,0.555162,1,0.901831,-0.290000,0.511111,0.000000,0.000000,0.000000,56
57,0.365170,1,1.222104,-0.317500,0.520000,0.000000,0.000000,0.000000,1
58,0.597143,1,1.141485,0.320000,0.506667,0.000000,0.000000,0.000000,35
59,0.539170,1,0.841133,-0.272500,0.504444,0.000000,0.000000,0.000000,58
60,0.479166,1,0.781353,0.292500,0.502222,0.000000,0.000000,0.000000,57
61,0.441154,0,0.681580,-0.308750,0.517778,0.180406,0.308750,0.486667,57
62,0.431138,1,0.861802,-0.293750,0.493333,0.000000,0.000000,0.000000,56
63,0.659132,-1,0.961799,0.287500,0.555556,0.000000,0.000000,0.000000,57
64,0.605151,0,1.021951,-0.296250,0.488889,0.280620,0.290000,0.491111,54
65,0.559139,0,1.381977,-0.271250,0.502222,0.381010,0.315000,0.511111,53
66,0.961129,0,0.981971,-0.301250,0.504444,0.020712,0.290000,0.511111,55
67,0.549097,0,0.921251,0.286250,0.511111,2.664032,-0.301250,0.528889,57
68,0.643093,1,0.902019,-0.287500,0.520000,0.000000,0.000000,0.000000,57
69,0.421003,0,0.921192,-0.285000,0.511111,0.160539,0.286250,0.497778,56
70,0.439127,0,1.401807,0.301250,0.493333,0.220311,-0.331250,0.477778,1
71,0.615147,1,0.881477,-0.288750,0.504444,0.000000,0.000000,0.000000,54
72,0.487141,1,1.442711,-0.325000,0.495556,0.000000,0.000000,0.000000,1
73,0.221129,-1,1.442349,0.306250,0.553333,0.000000,0.000000,0.000000,1
74,0.637110,1,0.981797,-0.313750,0.506667,0.000000,0.000000,0.000000,52
75,0.665102,0,0.821017,-0.308750,0.495556,0.341064,0.278750,0.531111,55
76,0.987181,1,1.542049,0.316250,0.504444,0.000000,0.000000,0.000000,1
77,0.391109,0,1.021960,-0.282500,0.517778,0.040502,0.257500,0.522222,56
78,0.439110,0,1.141586,-0.288750,0.482222,0.060218,0.291250,0.491111,53
79,0.387087,0,0.961874,-0.321250,0.511111,0.020148,0.290000,0.495556,52
80,0.393082,0,1.061858,-0.295000,0.502222,0.080185,0.310000,0.491111,35
81,1.513039,1,0.981691,0.308750,0.515556,0.000000,0.000000,0.000000,54
82,0.571167,1,0.901529,0.292500,0.500000,0.000000,0.000000,0.000000,56
83,0.181066,1,1.542064,0.313750,0.526667,0.000000,0.000000,0.000000,1
84,0.239101,0,0.941421,-0.306250,0.520000,0.481039,0.263750,0.480000,53
85,0.529067,1,1.021387,-0.285000,0.528889,0.000000,0.000000,0.000000,56
86,0.581106,1,1.142039,-0.306250,0.528889,0.000000,0.000000,0.000000,53
87,0.395090,0,0.981602,-0.321250,0.535556,0.220407,0.310000,0.542222,53
88,0.281112,1,0.961292,-0.272500,0.506667,0.000000,0.000000,0.000000,60
89,0.381125,1,0.881536,0.277500,0.508889,0.000000,0.000000,0.000000,58
90,0.363073,0,1.121950,0.277500,0.486667,0.100302,-0.290000,0.495556,54
91,0.287097,1,1.342090,0.298750,0.491111,0.000000,0.000000,0.000000,1
92,0.492980,-1,1.522252,0.272500,0.571111,0.000000,0.000000,0.000000,1
93,0.634763,1,1.862435,-0.302500,0.504444,0.000000,0.000000,0.000000,1
94,0.585062,0,1.402168,0.297500,0.506667,0.400936,-0.292500,0.511111,1
95,0.631076,0,1.482199,-0.322500,0.515556,0.060129,0.300000,0.497778,1
96,0.579008,1,1.381783,-0.317500,0.484444,0.000000,0.000000,0.000000,48
97,0.505028,1,1.122116,-0.292500,0.513333,0.000000,0.000000,0.000000,51
98,0.355058,1,1.522622,0.290000,0.508889,0.000000,0.000000,0.000000,50
99,0.489077,1,0.821265,-0.305000,0.515556,0.000000,0.000000,0.000000,55
100,1.227000,-1,0.921220,-0.320000,0.546667,0.000000,0.000000,0.000000,54
101,0.517019,1,1.201939,0.321250,0.484444,0.000000,0.000000,0.000000,1
102,0.346983,1,0.901381,-0.303750,0.504444,0.000000,0.000000,0.000000,55
103,0.377009,1,1.202337,0.305000,0.493333,0.000000,0.000000,0.000000,23
104,0.471011,1,1.622549,0.337500,0.475556,0.000000,0.000000,0.000000,1
105,0.384518,0,1.883084,0.290000,0.508889,0.220299,-0.287500,0.520000,1
106,0.399038,1,1.202017,-0.316250,0.486667,0.000000,0.000000,0.000000,42
107,0.367020,1,1.162012,-0.313750,0.504444,0.000000,0.000000,0.000000,14
108,0.207052,1,1.241582,0.277500,0.502222,0.000000,0.000000,0.000000,56
109,0.434961,0,1.181468,-0.303750,0.540000,0.360561,0.323750,0.520000,52
110,0.371043,1,0.921218,0.288750,0.520000,0.000000,0.000000,0.000000,56
111,0.278994,1,0.861700,-0.328750,0.517778,0.000000,0.000000,0.000000,52
112,0.261047,0,1.441868,-0.320000,0.520000,0.080662,0.303750,0.482222,48
113,0.514848,1,1.742809,-0.313750,0.473333,0.000000,0.000000,0.000000,1
114,0.383002,0,1.281916,-0.297500,0.528889,0.620979,0.288750,0.526667,52
115,0.506985,0,1.061757,-0.316250,0.520000,0.040162,0.307500,0.493333,51
116,0.624997,1,1.081345,-0.320000,0.522222,0.000000,0.000000,0.000000,51
