trialCt,rt1,accuracy,rt2,pos_x,pos_y,rt3,pos_x,pos_y,score
0,0.261183,1,2.563059,-0.271250,0.500000,0.000000,0.000000,0.000000,1
1,0.421133,1,1.061243,0.300000,0.477778,0.000000,0.000000,0.000000,22
2,0.091178,1,0.740935,0.267500,0.513333,0.000000,0.000000,0.000000,60
3,0.241114,0,1.722027,-0.295000,0.491111,1.221602,0.312500,0.524444,3
4,0.667181,1,0.740908,0.300000,0.502222,0.000000,0.000000,0.000000,56
5,0.611137,1,1.081261,-0.306250,0.473333,0.000000,0.000000,0.000000,2
6,0.613173,1,1.041286,0.268750,0.508889,0.000000,0.000000,0.000000,58
7,0.331123,1,0.560655,0.311250,0.520000,0.000000,0.000000,0.000000,60
8,0.283168,1,1.201382,0.282500,0.495556,0.000000,0.000000,0.000000,14
9,0.361114,1,0.740878,-0.276250,0.517778,0.000000,0.000000,0.000000,58
10,0.379327,1,1.001741,-0.287500,0.493333,0.000000,0.000000,0.000000,1
11,0.487211,-1,0.961159,0.280000,0.551111,0.000000,0.000000,0.000000,26
12,0.443166,1,1.341508,-0.316250,0.484444,0.000000,0.000000,0.000000,1
13,0.353202,1,1.121321,-0.310000,0.517778,0.000000,0.000000,0.000000,29
14,0.373168,1,0.941173,0.281250,0.464444,0.000000,0.000000,0.000000,54
15,0.309819,1,0.700849,-0.315000,0.517778,0.000000,0.000000,0.000000,55
16,0.233145,1,1.001234,-0.336250,0.511111,0.000000,0.000000,0.000000,50
17,0.295141,1,0.941199,0.300000,0.491111,0.000000,0.000000,0.000000,55
18,0.301175,1,0.961164,-0.282500,0.460000,0.000000,0.000000,0.000000,55
19,0.221123,1,0.901369,-0.321250,0.535556,0.000000,0.000000,0.000000,53
20,0.429745,1,0.740894,0.280000,0.484444,0.000000,0.000000,0.000000,59
21,0.163190,1,0.841008,-0.281250,0.471111,0.000000,0.000000,0.000000,57
22,0.015127,1,1.121330,0.287500,0.495556,0.000000,0.000000,0.000000,54
23,0.427080,0,0.941146,-0.303750,0.491111,0.921142,0.282500,0.524444,54
24,0.485146,1,1.161369,0.281250,0.504444,0.000000,0.000000,0.000000,54
25,0.401112,0,1.161394,-0.303750,0.504444,0.841058,0.280000,0.488889,27
26,0.351083,1,0.981118,-0.271250,0.482222,0.000000,0.000000,0.000000,33
27,0.361145,1,0.800913,-0.323750,0.513333,0.000000,0.000000,0.000000,54
28,0.433186,1,1.421586,0.300000,0.500000,0.000000,0.000000,0.000000,1
29,0.441155,-1,1.141331,0.318750,0.575556,0.000000,0.000000,0.000000,51
30,0.545098,1,0.700832,-0.285000,0.515556,0.000000,0.000000,0.000000,59
31,0.751076,1,0.800983,0.296250,0.464444,0.000000,0.000000,0.000000,55
32,0.373090,-1,1.041209,-0.301250,0.448889,0.000000,0.000000,0.000000,51
33,0.397134,1,0.961090,-0.318750,0.500000,0.000000,0.000000,0.000000,51
34,0.747135,1,0.800949,0.303750,0.491111,0.000000,0.000000,0.000000,55
35,0.413099,1,0.881106,0.295000,0.480000,0.000000,0.000000,0.000000,55
36,0.295115,1,0.760954,-0.287500,0.493333,0.000000,0.000000,0.000000,57
