trialCt,rt1,accuracy,rt2,pos_x,pos_y,rt3,pos_x,pos_y,score
0,0.370525,0,2.102549,-0.280000,0.520000,0.720972,0.278750,0.526667,1
1,0.386547,0,1.241680,-0.307500,0.517778,0.520722,0.282500,0.537778,51
2,0.234555,0,1.441710,-0.308750,0.495556,0.100177,0.292500,0.528889,49
3,0.450549,0,0.761327,0.278750,0.537778,0.240325,-0.282500,0.493333,57
4,0.228712,0,1.021227,0.278750,0.522222,0.140196,-0.305000,0.486667,57
5,0.384497,1,1.221604,0.271250,0.506667,0.000000,0.000000,0.000000,55
6,0.464485,1,0.921170,-0.331250,0.522222,0.000000,0.000000,0.000000,50
7,0.388703,0,0.881118,0.286250,0.502222,0.160215,-0.291250,0.460000,55
8,0.290532,1,1.041278,-0.280000,0.493333,0.000000,0.000000,0.000000,54
9,0.104559,0,0.961214,0.297500,0.535556,0.200244,-0.300000,0.491111,56
10,0.044540,1,1.001378,0.291250,0.524444,0.000000,0.000000,0.000000,55
11,0.180478,1,1.141456,0.310000,0.531111,0.000000,0.000000,0.000000,52
12,0.180501,1,1.221559,0.335000,0.488889,0.000000,0.000000,0.000000,47
13,0.324526,1,1.081494,-0.267500,0.504444,0.000000,0.000000,0.000000,57
14,0.170555,1,1.041325,-0.268750,0.468889,0.000000,0.000000,0.000000,57
15,0.192506,-1,1.141435,0.296250,0.444444,0.000000,0.000000,0.000000,51
16,0.378521,0,1.021324,-0.282500,0.526667,0.180247,0.308750,0.524444,55
17,0.136463,-1,0.941173,-0.311250,0.553333,0.000000,0.000000,0.000000,54
18,0.300505,1,1.281619,0.278750,0.504444,0.000000,0.000000,0.000000,53
19,0.326479,1,1.041360,0.293750,0.515556,0.000000,0.000000,0.000000,54
20,0.274541,1,1.181494,-0.278750,0.480000,0.000000,0.000000,0.000000,53
21,0.244524,0,1.041378,-0.290000,0.495556,0.480733,0.298750,0.497778,54
22,0.154485,0,1.041374,0.273750,0.517778,0.360538,-0.277500,0.486667,58
23,0.300450,1,0.600765,-0.293750,0.511111,0.000000,0.000000,0.000000,60
24,0.092462,0,0.981296,0.305000,0.535556,0.020076,-0.278750,0.511111,52
25,0.082451,1,0.740923,-0.292500,0.475556,0.000000,0.000000,0.000000,55
26,0.394507,0,0.760957,-0.268750,0.462222,0.140227,0.268750,0.495556,56
27,0.148749,1,0.720952,-0.268750,0.515556,0.000000,0.000000,0.000000,60
28,0.236091,1,0.921154,-0.301250,0.486667,0.000000,0.000000,0.000000,53
29,0.180473,0,0.520657,0.270000,0.477778,0.060118,-0.308750,0.506667,62
30,0.440462,-1,0.420545,0.323750,0.568889,0.000000,0.000000,0.000000,59
31,0.290452,1,0.921182,-0.276250,0.482222,0.000000,0.000000,0.000000,56
32,0.379026,1,0.620771,0.280000,0.504444,0.000000,0.000000,0.000000,59
33,0.268604,0,1.201468,-0.301250,0.497778,0.340573,0.281250,0.522222,52
34,0.396472,0,0.640867,-0.305000,0.520000,0.220344,0.273750,0.511111,57
35,0.264444,1,1.101469,-0.302500,0.491111,0.000000,0.000000,0.000000,53
36,0.392455,1,0.660864,0.312500,0.473333,0.000000,0.000000,0.000000,55
37,0.318597,-1,0.701361,-0.288750,0.584444,0.000000,0.000000,0.000000,59
38,0.394423,0,0.781004,-0.276250,0.513333,0.300442,0.303750,0.513333,58
39,0.410402,0,0.841124,0.306250,0.482222,0.100197,-0.265000,0.477778,54
40,0.272413,1,0.801078,-0.271250,0.524444,0.000000,0.000000,0.000000,59
41,0.104427,0,0.901152,-0.303750,0.508889,0.240343,0.278750,0.515556,54
42,0.142494,0,0.720944,0.297500,0.491111,0.180299,-0.338750,0.508889,57
