trialCt,rt1,accuracy,rt2,pos_x,pos_y,rt3,pos_x,pos_y,score
0,1.316948,1,2.063015,0.305000,0.473333,0.000000,0.000000,0.000000,1
1,0.102923,1,0.981712,-0.316250,0.462222,0.000000,0.000000,0.000000,52
2,0.460950,1,0.700876,-0.286250,0.475556,0.000000,0.000000,0.000000,59
3,0.508953,1,0.881496,0.312500,0.488889,0.000000,0.000000,0.000000,1
4,0.338584,1,0.740926,0.278750,0.542222,0.000000,0.000000,0.000000,60
5,0.972872,0,0.901536,0.291250,0.495556,0.881436,-0.275000,0.482222,56
6,1.158899,1,0.741152,-0.281250,0.531111,0.000000,0.000000,0.000000,60
7,0.358680,-1,1.001244,-0.327500,0.455556,0.000000,0.000000,0.000000,34
8,0.874898,-1,1.021729,0.357500,0.551111,0.000000,0.000000,0.000000,49
9,0.700676,-1,1.362341,0.246250,0.500000,0.000000,0.000000,0.000000,1
10,0.776901,1,0.801209,0.282500,0.493333,0.000000,0.000000,0.000000,58
11,0.386957,1,1.501803,-0.310000,0.475556,0.000000,0.000000,0.000000,46
12,0.538913,1,1.121393,0.302500,0.502222,0.000000,0.000000,0.000000,55
13,0.138811,1,0.741026,0.266250,0.480000,0.000000,0.000000,0.000000,59
14,0.494879,1,0.881412,-0.287500,0.453333,0.000000,0.000000,0.000000,56
15,0.388889,1,1.201367,-0.303750,0.471111,0.000000,0.000000,0.000000,50
16,0.270789,0,0.841032,-0.290000,0.471111,0.480722,0.291250,0.537778,55
17,0.801384,1,0.741595,-0.288750,0.511111,0.000000,0.000000,0.000000,58
18,0.196881,1,0.921199,-0.323750,0.480000,0.000000,0.000000,0.000000,51
19,0.288877,1,1.842541,-0.260000,0.517778,0.000000,0.000000,0.000000,2
20,0.086884,1,1.041276,-0.296250,0.484444,0.000000,0.000000,0.000000,54
21,0.236876,1,0.841817,-0.290000,0.451111,0.000000,0.000000,0.000000,56
22,0.158747,1,0.841035,-0.307500,0.473333,0.000000,0.000000,0.000000,54
23,0.124881,-1,1.081544,0.288750,0.437778,0.000000,0.000000,0.000000,53
24,0.320871,0,1.022059,-0.288750,0.495556,0.300780,0.262500,0.502222,55
25,0.190890,1,1.522419,0.275000,0.493333,0.000000,0.000000,0.000000,53
26,0.788868,1,0.841011,-0.282500,0.500000,0.000000,0.000000,0.000000,58
27,0.403074,1,1.302206,-0.262500,0.475556,0.000000,0.000000,0.000000,55
28,0.558830,-1,1.282302,0.317500,0.548889,0.000000,0.000000,0.000000,50
29,0.426868,1,1.181608,-0.310000,0.480000,0.000000,0.000000,0.000000,50
30,0.352862,1,1.241431,0.277500,0.533333,0.000000,0.000000,0.000000,55
31,0.330855,1,0.981727,-0.317500,0.504444,0.000000,0.000000,0.000000,51
32,0.346656,1,0.941887,-0.301250,0.495556,0.000000,0.000000,0.000000,54
33,0.340809,1,1.221494,0.271250,0.520000,0.000000,0.000000,0.000000,56
34,0.306864,1,1.121352,0.295000,0.491111,0.000000,0.000000,0.000000,52
35,0.208735,1,0.841071,0.281250,0.513333,0.000000,0.000000,0.000000,56
36,0.376795,1,0.941842,-0.311250,0.482222,0.000000,0.000000,0.000000,52
37,0.168831,1,1.082043,-0.272500,0.482222,0.000000,0.000000,0.000000,57
38,0.354886,0,0.941225,0.268750,0.462222,0.320589,0.280000,0.495556,58
39,0.422784,1,0.981661,-0.288750,0.511111,0.000000,0.000000,0.000000,54
40,0.314877,1,1.302339,0.277500,0.497778,0.000000,0.000000,0.000000,52
41,0.508881,1,1.081370,0.306250,0.491111,0.000000,0.000000,0.000000,1
42,0.636820,1,1.201988,0.288750,0.482222,0.000000,0.000000,0.000000,53
43,0.354737,1,0.961977,-0.307500,0.480000,0.000000,0.000000,0.000000,50
44,0.306885,0,1.101667,0.268750,0.488889,0.521083,-0.317500,0.540000,56
45,0.444794,1,0.981204,-0.286250,0.491111,0.000000,0.000000,0.000000,57
46,0.270828,0,1.301568,0.301250,0.477778,0.400883,-0.312500,0.502222,35
