trialCt,rt1,accuracy,rt2,pos_x,pos_y,rt3,pos_x,pos_y,score
0,0.396093,1,1.003901,0.295000,0.493333,0.000000,0.000000,0.000000,53
1,0.104135,0,0.982114,-0.273750,0.486667,0.441045,0.295000,0.486667,56
2,0.180077,1,1.081761,-0.290000,0.508889,0.000000,0.000000,0.000000,1
3,0.000259,1,1.002210,-0.283750,0.504444,0.000000,0.000000,0.000000,23
4,0.204148,1,0.941727,-0.276250,0.513333,0.000000,0.000000,0.000000,1
5,0.000324,1,0.844336,0.270000,0.486667,0.000000,0.000000,0.000000,58
6,0.134095,-1,1.002154,0.275000,0.442222,0.000000,0.000000,0.000000,55
7,0.158001,1,1.021377,0.291250,0.528889,0.000000,0.000000,0.000000,55
8,0.144129,1,0.701620,-0.278750,0.480000,0.000000,0.000000,0.000000,58
9,0.303999,1,0.881309,-0.271250,0.502222,0.000000,0.000000,0.000000,58
10,0.176032,1,0.801290,-0.286250,0.528889,0.000000,0.000000,0.000000,58
11,0.304014,1,1.042004,-0.265000,0.502222,0.000000,0.000000,0.000000,26
12,0.193959,1,1.001260,-0.285000,0.522222,0.000000,0.000000,0.000000,22
13,0.247996,1,0.861899,0.295000,0.504444,0.000000,0.000000,0.000000,55
14,0.255980,1,0.820988,0.320000,0.508889,0.000000,0.000000,0.000000,53
15,0.193995,1,0.741213,-0.300000,0.540000,0.000000,0.000000,0.000000,43
16,0.083957,1,0.901403,-0.272500,0.500000,0.000000,0.000000,0.000000,36
17,0.145996,1,0.841359,0.281250,0.502222,0.000000,0.000000,0.000000,56
18,0.000686,1,0.781153,-0.306250,0.508889,0.000000,0.000000,0.000000,48
19,0.000224,0,0.780998,0.292500,0.520000,0.120261,-0.296250,0.488889,56
20,0.127872,1,0.761422,-0.296250,0.491111,0.000000,0.000000,0.000000,57
21,0.000219,1,1.021312,-0.317500,0.488889,0.000000,0.000000,0.000000,12
22,0.030525,1,0.721481,-0.328750,0.520000,0.000000,0.000000,0.000000,53
23,0.093989,0,0.921642,0.280000,0.466667,0.160635,-0.306250,0.495556,56
24,0.087957,1,1.161478,0.308750,0.491111,0.000000,0.000000,0.000000,2
25,0.171992,1,0.681423,0.311250,0.528889,0.000000,0.000000,0.000000,55
26,0.281969,1,0.821496,0.291250,0.508889,0.000000,0.000000,0.000000,56
27,0.090038,1,0.741092,0.298750,0.473333,0.000000,0.000000,0.000000,54
28,0.087918,1,0.660863,0.262500,0.502222,0.000000,0.000000,0.000000,63
29,0.240088,1,0.760941,0.293750,0.495556,0.000000,0.000000,0.000000,56
30,0.075968,1,0.861076,0.313750,0.535556,0.000000,0.000000,0.000000,54
31,0.009998,-1,0.780999,-0.286250,0.548889,0.000000,0.000000,0.000000,59
32,0.283923,1,1.061937,0.256250,0.515556,0.000000,0.000000,0.000000,48
33,0.107965,0,0.760951,0.310000,0.493333,0.721014,-0.280000,0.500000,54
34,0.100046,1,0.821029,-0.328750,0.515556,0.000000,0.000000,0.000000,52
35,0.250213,1,0.741003,-0.271250,0.508889,0.000000,0.000000,0.000000,60
36,0.199986,1,0.861280,0.302500,0.502222,0.000000,0.000000,0.000000,53
37,0.213960,1,0.881094,-0.273750,0.491111,0.000000,0.000000,0.000000,59
38,0.412104,1,0.781195,0.282500,0.480000,0.000000,0.000000,0.000000,56
39,0.170025,0,0.881515,0.285000,0.497778,0.260450,-0.286250,0.482222,56
40,0.187965,1,0.821307,0.293750,0.488889,0.000000,0.000000,0.000000,55
41,0.306016,1,0.921405,-0.346250,0.513333,0.000000,0.000000,0.000000,49
42,0.257945,1,0.700818,-0.295000,0.540000,0.000000,0.000000,0.000000,58
43,0.232023,1,0.841118,-0.295000,0.540000,0.000000,0.000000,0.000000,37
44,0.067927,1,1.101305,0.300000,0.526667,0.000000,0.000000,0.000000,52
45,0.135942,1,0.701464,-0.292500,0.502222,0.000000,0.000000,0.000000,57
46,0.185945,-1,0.741740,0.291250,0.562222,0.000000,0.000000,0.000000,58
47,0.190024,1,0.761212,0.307500,0.480000,0.000000,0.000000,0.000000,55
48,0.181925,1,0.781516,0.286250,0.475556,0.000000,0.000000,0.000000,57
49,0.000374,1,1.041869,0.258750,0.522222,0.000000,0.000000,0.000000,58
50,0.100138,1,0.921119,0.318750,0.506667,0.000000,0.000000,0.000000,53
51,0.002172,1,0.821758,0.296250,0.471111,0.000000,0.000000,0.000000,56
52,0.553845,1,0.721218,0.312500,0.497778,0.000000,0.000000,0.000000,55
53,0.139965,1,1.141403,-0.277500,0.500000,0.000000,0.000000,0.000000,33
