trialCt,rt1,accuracy,rt2,pos_x,pos_y,rt3,pos_x,pos_y,score
0,0.299279,1,0.961203,-0.302500,0.482222,0.000000,0.000000,0.000000,53
1,0.373033,1,0.941193,-0.298750,0.506667,0.000000,0.000000,0.000000,55
2,0.306999,1,0.961181,0.293750,0.484444,0.000000,0.000000,0.000000,55
3,0.173032,0,1.301600,0.293750,0.540000,0.420576,-0.311250,0.493333,1
4,0.401082,1,1.182137,-0.280000,0.520000,0.000000,0.000000,0.000000,1
5,0.375061,1,0.901172,-0.308750,0.486667,0.000000,0.000000,0.000000,54
6,0.433049,1,0.841038,-0.328750,0.506667,0.000000,0.000000,0.000000,52
7,0.345014,1,1.121430,-0.301250,0.486667,0.000000,0.000000,0.000000,53
8,0.345065,0,0.881081,-0.302500,0.531111,0.440565,0.298750,0.524444,57
9,0.359053,1,0.800953,0.301250,0.495556,0.000000,0.000000,0.000000,56
10,0.294994,1,0.720931,-0.292500,0.515556,0.000000,0.000000,0.000000,57
11,0.393070,1,1.061305,-0.290000,0.520000,0.000000,0.000000,0.000000,35
12,0.375046,0,0.781008,0.301250,0.493333,0.240371,-0.286250,0.524444,56
13,0.341010,1,1.141427,0.290000,0.520000,0.000000,0.000000,0.000000,53
14,0.399133,1,0.941420,-0.321250,0.480000,0.000000,0.000000,0.000000,51
15,0.265002,1,0.981200,0.276250,0.517778,0.000000,0.000000,0.000000,57
16,0.307015,1,0.901149,0.286250,0.537778,0.000000,0.000000,0.000000,58
17,0.311045,0,0.921421,0.283750,0.517778,0.260386,-0.335000,0.480000,57
18,0.454973,1,0.780981,-0.338750,0.508889,0.000000,0.000000,0.000000,52
19,0.391030,1,0.821034,-0.295000,0.495556,0.000000,0.000000,0.000000,56
20,0.319207,-1,0.821112,0.265000,0.446667,0.000000,0.000000,0.000000,58
21,0.360967,1,0.821048,-0.286250,0.544444,0.000000,0.000000,0.000000,58
22,0.131028,1,0.760958,0.298750,0.473333,0.000000,0.000000,0.000000,56
23,0.217006,1,0.780953,0.293750,0.540000,0.000000,0.000000,0.000000,58
24,0.412971,-1,0.901165,-0.292500,0.640000,0.000000,0.000000,0.000000,59
25,0.386959,1,0.781913,0.290000,0.500000,0.000000,0.000000,0.000000,58
26,0.367008,-1,1.021411,0.296250,0.582222,0.000000,0.000000,0.000000,55
27,0.362932,1,0.781029,0.317500,0.480000,0.000000,0.000000,0.000000,53
28,0.322983,1,0.801005,0.317500,0.486667,0.000000,0.000000,0.000000,42
29,0.234927,1,1.221698,-0.337500,0.502222,0.000000,0.000000,0.000000,1
